840 575  618 132411653200 5503 31122322321223311223313444444243332122293334233142242211112121212412222333333333122 50123282998998  45.578631 5469.4357731.069767  42.606112154     9.690792     9.751782     8.688843     8.172923321166.666675.0 1 14PUB05OCT2012
840 576  433 200431542180 6403100121111111111111111111443322243232123323322222132221111212121212112223323222222233 50070282998998  32.976245 7122.8688451.069767  30.825620155    15.146561    15.229491     9.141663     9.778222211200.000005.0 1 24PUB05OCT2012
840 577  645 314411343169 6303200222111112222211112222244142444222222213422121111111112212111211222222332333322223 50269282998998  21.684380 2862.3381171.069767  20.270181055    11.561581    11.147581    11.374092    12.738341311098.500005.0 1 24PUB05OCT2012
840 578  770 39042143218099993100111111111111111111111444444444444311113312111121121111111111111222223333332322223 50301282998998  17.284650 7466.9687001.069767  16.157390156    15.146561    15.229491    12.687052    12.083621329999.000005.0 1 24PUB05OCT2012
840 579  998 312411113190 6303100121211132321223221299443223333333342334434223232232323311111111231122233333222212 50428282998998  20.445271 7155.8449401.069767  19.111884056    10.597492    10.518992     6.596993     8.347173321235.000005.0 1 25PUB05OCT2012
840 580  987 301412993180 7 03180121112124233323232222324442333243422223423232222221112211121112441112222222222222 50272282998998  22.292352 5885.1809401.069767  20.838503057    10.357512     9.889872     9.881652     9.483902311260.000005.098 34PUB05OCT2012
840 581  611 199411643180 6 03 90222111222222222222222444442442222232323333232232222212211211121332222233332232222 50104282998998  24.590533 3934.4853511.069767  22.986803157    10.513752    10.518992     9.141663     8.740132311080.000005.0 1 24PUB05OCT2012
840 582  742 252411443160 6303 72121111111111111111111433334222222221324433233221129112212121212112223233232333222 50240282998998  27.843755 4733.4383621.069767  26.027858158    15.146561    15.229491     9.141663     9.583022321040.000005.0 1 24PUB05OCT2012
840 583  523 179431223178 6 03 60111193121223321223332444444343443222223433223222232111112121212232223333333333333 50405282998998  30.321378 7489.3804121.069767  28.343897058    10.049302    10.167072     9.881652     8.965382221068.000005.0 2 24PUB05OCT2012
840 584  600 200412453185 6303100221214122222222222222444444443343132324433433343342313412121111332223322333322222 50378282998998  33.595517 3527.5292831.069767  31.404505159    10.211012    10.185092     8.410613     7.108303311202.500005.010 35PUB05OCT2012
